FECHA_PROCESO;RUC_PROVEEDOR;PROVEEDOR;RUC_ENTIDAD;ENTIDAD;ORDEN_ELECTRÓNICA;ORDEN_ELECTRÓNICA_GENERADA;ESTADO_ORDEN_ELECTRÓNICA;FECHA_ÚLTIMO_ESTADO;TOTAL;ORDEN_PUBLICADA;ACUERDO_MARCO
12/05/2022 15:55;20601237211;VIVA AIRLINES PERU S.A.C;20131257750;SEGURO SOCIAL DE SALUD;ORDEN_DE_SERVICIO-62-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45679;ENTREGADA C/CONFORMIDAD RETRASADA;15/01/2022;4068.79;;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20131370301;MINISTERIO PUBLICO;ORDEN_DE_SERVICIO-63-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45680;ENTREGADA C/CONFORMIDAD RETRASADA;15/01/2022;5723.95;;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20100030595;BANCO DE LA NACION;ORDEN_DE_SERVICIO-64-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45681;PAGADA;7/02/2022;7508.11;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45681.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20131371617;MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS;ORDEN_DE_SERVICIO-65-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45682;PAGADA;18/02/2022;6114.86;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45682.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20503503639;MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL);ORDEN_DE_SERVICIO-66-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45683;PAGADA;14/02/2022;10403.25;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45683.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20602114091;AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS;ORDEN_DE_SERVICIO-67-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45684;PAGADA;1/02/2022;1854.54;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45684.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20511035997;PLAN COPESCO NACIONAL - MINCETUR;ORDEN_DE_SERVICIO-68-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45685;PAGADA;11/02/2022;15360.37;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45685.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20492966658;MINISTERIO DEL AMBIENTE;ORDEN_DE_SERVICIO-69-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45686;PAGADA;27/01/2022;6804.95;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45686.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20548776920;PROGRAMA NACIONAL DE SANEAMIENTO RURAL;ORDEN_DE_SERVICIO-70-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45687;PAGADA;8/02/2022;1043.47;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45687.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20414868216;PROGRAMA SUBSECTORIAL DE IRRIGACIONES - PSI;ORDEN_DE_SERVICIO-72-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45689;PAGADA;14/02/2022;970.56;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45689.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20131373237;MINISTERIO DE SALUD;ORDEN_DE_SERVICIO-73-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45690;PAGADA;21/01/2022;9470.76;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45690.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20517754499;DIRECCION GENERAL DE ELECTRIFICACION RURAL DEL MINISTERIO DE ENERGÍA Y MINAS;ORDEN_DE_SERVICIO-75-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45692;PAGADA;1/02/2022;2152.33;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45692.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20146266208;MUNICIPALIDAD DISTRITAL DE POMATA;ORDEN_DE_SERVICIO-76-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45693;PAGADA;2/02/2022;782.05;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45693.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20131257750;SEGURO SOCIAL DE SALUD;ORDEN_DE_SERVICIO-77-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45694;CONFORME C/PAGO RETRASADO;25/02/2022;195243.2;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45694.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20131369981;INSTITUTO NACIONAL DE ESTADISTICA;ORDEN_DE_SERVICIO-78-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45695;PAGADA;2/02/2022;1997.38;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45695.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20380419247;MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO;ORDEN_DE_SERVICIO-79-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45696;ENTREGADA C/CONFORMIDAD RETRASADA;15/01/2022;1113.65;;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20552329032;UNIDAD EJECUTORA 118 MEJORAMIENTO DE LA CALIDAD DE LA EDUCACION BASICA Y SUPERIOR;ORDEN_DE_SERVICIO-80-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45697;CONFORME C/PAGO RETRASADO;11/03/2022;1757.64;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45697.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20504743307;MINISTERIO DE VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO - ADMINISTRACIÓN GENERAL;ORDEN_DE_SERVICIO-81-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45698;PAGADA;2/02/2022;11644.84;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45698.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20414251561;PROGRAMA DE DESARROLLO DE SANIDAD AGROPECUARIA;ORDEN_DE_SERVICIO-82-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45699;PAGADA;1/02/2022;2462.76;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45699.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20153408191;MARINA DE GUERRA DEL PERU;ORDEN_DE_SERVICIO-84-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45701;PAGADA;28/04/2022;144781.04;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45701.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20100027705;EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU;ORDEN_DE_SERVICIO-85-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45702;PAGADA;25/01/2022;1652.81;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45702.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20131366966;MINISTERIO DEL INTERIOR - PNP UE 001 OGA;ORDEN_DE_SERVICIO-86-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45703;PAGADA;4/02/2022;3467.56;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45703.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20336951527;MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES- ADMINISTRACIÓN GENERAL;ORDEN_DE_SERVICIO-87-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45704;ENTREGADA C/CONFORMIDAD RETRASADA;15/01/2022;2095.67;;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20478053178;SERVICIO NACIONAL DE AREAS NATURALES PROTEGIDAS POR EL ESTADO - SERNANP;ORDEN_DE_SERVICIO-88-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45705;PAGADA;26/01/2022;2380.36;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45705.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20131379944;MINISTERIO DE TRANSPORTES Y COMUNICACIONES;ORDEN_DE_SERVICIO-89-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45706;PAGADA;16/02/2022;14894.36;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45706.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20537630222;MINISTERIO DE CULTURA;ORDEN_DE_SERVICIO-90-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45707;PAGADA;25/01/2022;6934.73;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45707.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20260998898;ZONA REGISTRAL N° IX SEDE LIMA - UNIDAD EJECUTORA Nº 002-SUNARP Sede Lima;ORDEN_DE_SERVICIO-91-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45708;PAGADA;1/02/2022;1293.85;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45708.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20545565359;MINISTERIO DE DESARROLLO E INCLUSION SOCIAL;ORDEN_DE_SERVICIO-92-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45709;PAGADA;8/02/2022;4251.15;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45709.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20603965451;MEJORAMIENTO DE SERVICIOS A CIUDADANOS Y EMPRESAS;ORDEN_DE_SERVICIO-93-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45710;PAGADA;3/03/2022;7104.9;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45710.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20148138886;INSTITUTO DEL MAR DEL PERU;ORDEN_DE_SERVICIO-94-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45711;PAGADA;24/01/2022;736.1;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45711.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20131370645;MINISTERIO DE ECONOMIA Y FINANZAS;ORDEN_DE_SERVICIO-95-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45712;PAGADA;21/01/2022;6212.07;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45712.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20563395746;PROGRAMA NACIONAL DE INNOVACION AGRARIA- PNIA;ORDEN_DE_SERVICIO-96-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45713;ENTREGADA C/CONFORMIDAD RETRASADA;15/01/2022;1444.31;;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20129646099;EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD DEL CENTRO SA ELECTROCENTRO S.A.;ORDEN_DE_SERVICIO-97-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45714;PAGADA;1/03/2022;843.51;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45714.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20604920192;PROGRAMA NACIONAL DE CENTROS JUVENILES;ORDEN_DE_SERVICIO-98-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45715;PAGADA;15/03/2022;2839.01;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45715.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20535690643;INVERSION PUBLICA SUNAT;ORDEN_DE_SERVICIO-99-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45716;PAGADA;16/02/2022;5153.12;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45716.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20161749126;CONGRESO DE LA REPUBLICA;ORDEN_DE_SERVICIO-100-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45717;PAGADA;4/02/2022;7088.66;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45717.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20504774288;MINISTERIO DE COMERCIO EXTERIOR Y TURISMO;ORDEN_DE_SERVICIO-101-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45718;PAGADA;26/01/2022;5594.61;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45718.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20137921601;FONDO NACIONAL DE DESARROLLO PESQUERO;ORDEN_DE_SERVICIO-102-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45719;PAGADA;14/02/2022;356.86;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45719.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20338915471;INSTITUTO NACIONAL DE RADIO, TELEVISION DEL PERU;ORDEN_DE_SERVICIO-103-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45720;PAGADA;7/02/2022;6882.6;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45720.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20100003199;EMPRESA NACIONAL DE PUERTOS S.A.;ORDEN_DE_SERVICIO-104-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45721;PAGADA;28/01/2022;3795.16;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45721.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20306484479;ORGANISMO DE FORMALIZACION DE LA PROPIEDAD INFORMAL - COFOPRI;ORDEN_DE_SERVICIO-105-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45722;PAGADA;15/02/2022;6310.17;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45722.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20504794637;MINISTERIO DE LA PRODUCCIÓN;ORDEN_DE_SERVICIO-106-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45723;PAGADA;21/02/2022;1084.21;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45723.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20603348541;CONTRALORÍA GENERAL - GESTIÓN DE PROYECTOS Y FORTALECIMIENTO DE CAPACIDADES;ORDEN_DE_SERVICIO-107-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45724;PAGADA;28/03/2022;3761.12;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45724.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20131372931;MINISTERIO DE AGRICULTURA Y RIEGO;ORDEN_DE_SERVICIO-108-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45725;PAGADA;31/01/2022;5855.53;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45725.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20131057823;SUPERINTENDENCIA NACIONAL DE BIENES ESTATALES;ORDEN_DE_SERVICIO-109-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45726;PAGADA;25/02/2022;2530.88;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45726.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20168999926;PRESIDENCIA DEL CONSEJO DE MINISTROS;ORDEN_DE_SERVICIO-110-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45727;PAGADA;3/02/2022;30071.72;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45727.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20420248645;ORGANISMO SUPERVISOR DE LA INVERSION EN INFRAESTRUCTURA DE TRANSPORTE DE USO PUBLICO;ORDEN_DE_SERVICIO-111-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45728;PAGADA;10/02/2022;2445.5;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45728.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20521286769;ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL;ORDEN_DE_SERVICIO-112-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45729;CONFORME C/PAGO PENDIENTE;2/05/2022;3286.88;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45729.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20103030791;EMPRESA ACTIVOS MINEROS SAC;ORDEN_DE_SERVICIO-113-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45730;PAGADA;6/04/2022;3085.4;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45730.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20178922581;FONDO DE ASEGURAMIENTO EN SALUD DE LA POLICIA NACIONAL DEL PERU;ORDEN_DE_SERVICIO-114-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45731;PAGADA;7/03/2022;65838.34;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45731.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20551322590;UNIDAD EJECUTORA 003 GESTION INTEGRAL DE LA CALIDAD AMBIENTAL;ORDEN_DE_SERVICIO-115-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45732;PAGADA;31/01/2022;3034.57;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45732.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20603446543;SKY AIRLINE PERU S.A.C.;20131263130;INSTITUTO NACIONAL DE SALUD;ORDEN_DE_SERVICIO-116-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45733;PAGADA;25/03/2022;1280.08;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45733.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20603446543;SKY AIRLINE PERU S.A.C.;20153408191;MARINA DE GUERRA DEL PERU;ORDEN_DE_SERVICIO-117-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45734;ENTREGADA C/CONFORMIDAD RETRASADA;15/01/2022;151697.99;;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20603446543;SKY AIRLINE PERU S.A.C.;20131257750;SEGURO SOCIAL DE SALUD;ORDEN_DE_SERVICIO-118-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45735;ENTREGADA C/CONFORMIDAD RETRASADA;15/01/2022;28643.52;;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20603446543;SKY AIRLINE PERU S.A.C.;20178922581;FONDO DE ASEGURAMIENTO EN SALUD DE LA POLICIA NACIONAL DEL PERU;ORDEN_DE_SERVICIO-119-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45736;PAGADA;29/04/2022;39389.59;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45736.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
